company_id,current_loan_amount,loan_term,credit_score,annual_income,years_in_industry,loan_industry,past_credit_problems,business_area,had_bankruptcy,property,loan_status
cdb9037a-a7e4-49e5-ace2-61cb3df0e1e0,174548,Short Term,721,1620681,6,real estate,0,rural,0,unknown/none,1
e947abb6-87fa-4e75-b381-d487bc4dd0bf,290224,Long Term,644,837045,7,health,0,rural,0,real estate,1
2b8d9ed7-d6d4-491e-82f9-f5bee3bd9408,718784,Long Term,672,1648915,10,food,0,rural,0,real estate,1
1902ebd8-4ffa-4182-90dd-89a9eb14a9a0,152548,Short Term,,,7,transport,0,rural,0,unknown/none,1
c5e8d25e-4417-4e67-ac03-9d5cf3f903ca,602008,Long Term,741,2896721,2,wholesale,0,rural,0,other,1
8e49b9f9-b15f-4d76-a1f8-2bc90dfdb07f,171248,Short Term,747,3035725,10,manufacturing,0,urban,0,building society savings,1
88f97adf-070a-47b1-9657-38276eef7d19,523908,Long Term,737,1028774,6,transport,0,urban,0,building society savings,1
0c0f26c2-c4c9-4f63-ae6c-1895438c6966,323466,Long Term,699,2048618,6,health,1,urban,1,other,0
fef3362a-2732-4520-ab83-4ce52074aa4e,751520,Long Term,,,6,retail,0,urban,0,real estate,1
6ae17645-6b2a-4088-bb0c-1ca8424fedd7,289388,Short Term,,,7,real estate,0,rural,0,unknown/none,1
570f58b9-c502-4c7d-b1a8-9df512e9daf5,144562,Short Term,751,1060922,9,finance,0,urban,0,other,1
c2fe5a7f-9826-48ad-ae02-b2c31cae3463,211222,Short Term,694,947625,4,technology,1,rural,1,building society savings,0
e978f6d8-912e-418e-8649-1b970583f4c8,162360,Short Term,720,486875,10,wholesale,0,rural,0,building society savings,1
decb6753-c45f-4f8a-ae0d-e8b26d246998,,Short Term,699,2770162,5,real estate,0,urban,0,unknown/none,1
a17de546-6b7f-4abf-9af4-99047eeda08a,311058,Long Term,675,1343167,3,real estate,0,urban,0,real estate,1
8980b1b1-7f07-49c7-a4f7-4268a61210f5,767536,Long Term,724,6628720,10,advertising,0,rural,0,unknown/none,1
6e8df64b-1404-4c95-8c79-954a601ba585,133034,Short Term,,,5,finance,0,rural,0,unknown/none,1
55012e48-1a72-4609-b289-cd25b03f1aea,389884,Short Term,657,4776125,1,transport,1,urban,1,other,0
d377d2ea-5cf8-4ee2-b7ba-f5be4dbb1b11,163966,Short Term,678,719910,9,real estate,1,urban,0,building society savings,0
47e5d0b1-228e-4fae-a0a5-22f4b9f8ad7d,433312,Short Term,736,1010401,7,real estate,0,rural,0,building society savings,1
42374c5d-1275-4b47-b0d6-e1c33d02b811,,Short Term,737,2015159,6,health,0,urban,0,building society savings,1
2bafd352-5fbb-4435-8316-fa2e7bc6950f,,Short Term,748,1875680,5,finance,0,urban,0,other,1
3c75455c-6827-49fc-b91d-3001a1a5c9ba,89320,Short Term,748,1832075,1,wholesale,0,urban,0,building society savings,0
ac460fac-928b-4149-b919-69ea4eb9750f,392282,Long Term,688,974662,8,health,0,rural,0,building society savings,1
d80034d4-37b2-4380-9546-3bc3c9025077,444620,Short Term,,,2,agriculture,0,urban,0,real estate,1
034ce7a6-999c-4ffa-a1d2-610f88a29606,262988,Short Term,743,1340279,3,finance,0,urban,0,real estate,1
0f9f9ea4-6122-4fc6-99fd-6c6c38a32138,498586,Long Term,666,1351679,3,finance,0,urban,0,real estate,1
f55d6d2b-646b-4d5d-996e-85f78f6fe3f2,378334,Short Term,714,2120514,2,real estate,0,urban,0,building society savings,1
e5e051b3-545f-45c7-a975-360b732f7c97,,Short Term,734,1355802,3,retail,0,urban,0,unknown/none,1
377a2055-0d25-4dd0-a7c9-28cb61f68259,194942,Short Term,742,1212238,1,manufacturing,1,rural,1,other,0
46dce277-4cdd-4b47-83f8-97078cb41bc0,731566,Short Term,705,1377443,10,health,0,rural,0,real estate,1
64f770d8-dec2-42e7-8955-6149ce7efd5f,479358,Short Term,,,10,food,0,rural,0,real estate,1
4da78dcb-83c2-4338-9a5b-72bd01053f5c,336908,Short Term,,,10,wholesale,0,urban,0,real estate,1
4cc38eb2-c463-493a-82e9-1571bacc69a9,270116,Short Term,,,2,health,0,rural,0,building society savings,1
f4a63c54-c7b6-4132-a5c1-160b09c0a1cf,156772,Short Term,748,1411966,6,wholesale,0,urban,0,unknown/none,1
40deeacb-f472-4241-9861-56ce8bfe3151,306548,Short Term,,,6,transport,0,rural,0,real estate,1
bc653e0d-ccac-4114-b998-f53c9f2dffc8,432080,Short Term,,,10,agriculture,0,rural,0,unknown/none,1
403bdb3c-e326-4172-9f81-4e6b992cc349,158818,Short Term,731,315666,2,construction,2,urban,0,other,0
168cc347-945f-43d4-827b-1c06c7a80722,78738,Short Term,624,536370,2,transport,0,rural,0,other,1
d110ff2c-c936-487a-8e4f-8a192bad9cd8,453464,Short Term,712,895147,3,transport,1,urban,1,real estate,0
e298cbfc-074f-4441-9faf-d452aba7487f,595672,Short Term,685,1305927,10,health,0,urban,0,building society savings,1
4b8c3426-83b6-4e7a-bd22-ab5695587508,166672,Short Term,705,1048667,10,food,0,rural,0,real estate,1
5df79973-ce71-49e2-a6a2-a52221cd1b1a,132792,Short Term,751,668990,4,finance,0,urban,0,other,1
fc5cff9c-c6b5-4616-a83f-c6866e7ce032,119504,Short Term,745,938315,2,agriculture,0,urban,0,real estate,1
ba4f8d7d-4907-4870-a1b1-e79f7055e13d,33022,Short Term,723,1673007,7,construction,0,urban,0,other,1
4bdc5535-cbfe-4f08-9852-0d2a690a4644,448976,Short Term,742,4071396,10,manufacturing,0,rural,0,other,1
f0d6b352-bcf0-4114-9180-3e25878ddf69,280588,Short Term,717,671080,3,wholesale,1,urban,1,other,0
151e8706-cbcc-4d7f-bff0-a13ef9f5807a,556336,Long Term,714,1402960,10,transport,0,urban,0,unknown/none,1
455d606b-6b1e-4222-9b90-987c55d001e6,541310,Short Term,722,1682982,1,transport,0,rural,0,other,1
8823b7a8-9c0b-4f2d-a1dc-ffcb37ee4efb,311872,Long Term,680,1063810,6,finance,0,rural,0,building society savings,1
9d42ab3f-ccf7-4b8e-9dc0-54caaae9c343,340604,Long Term,618,928701,10,advertising,0,rural,0,real estate,1
3fcb95d2-9f4f-4877-b959-a02948af9de4,765160,Long Term,719,2643242,7,retail,0,urban,0,other,1
3edb6bb1-2045-4746-bd78-cdd4a7683b8d,109802,Short Term,745,474069,1,real estate,0,urban,0,building society savings,0
030a28e3-11ef-4d3f-9601-0479039ac27c,349756,Long Term,737,2491945,3,manufacturing,0,urban,0,real estate,1
90303eb6-110d-4aed-98e9-5bdb1ce8bb10,545886,Short Term,718,1565182,7,retail,0,rural,0,real estate,1
d7ba72fa-b67b-46e7-8f1b-aa68520b89c8,,Short Term,750,2435667,7,manufacturing,0,rural,0,real estate,1
dccb0b43-a54d-47ae-b01b-382d193b475b,354046,Long Term,676,1815469,10,construction,0,rural,0,real estate,1
44c5392a-dab7-4747-a2c7-da56763c6a5e,472098,Long Term,692,2316575,10,health,0,urban,0,other,1
3ecdcd82-6b30-4518-bdf9-92de5833caee,86174,Short Term,721,837311,1,agriculture,0,urban,0,real estate,1
4bf2f68f-20e5-44ce-b073-a31953b2f646,509586,Long Term,678,1816001,2,retail,1,rural,1,other,0
942d2eb9-a841-4b19-96c3-a9aaa73b0dcf,,Short Term,709,1806083,10,real estate,0,urban,0,other,1
7a826762-3889-4043-9425-363df5f6101d,218988,Short Term,740,775409,4,construction,0,rural,0,real estate,1
5bdd1ffb-85eb-4072-941e-226eaecebb1f,176462,Short Term,,,10,manufacturing,0,rural,0,other,1
4e5b7ae7-5341-4435-8da8-fa5ed89b6905,328262,Short Term,746,1133958,1,health,0,urban,0,real estate,1
453062fa-f96e-42e4-add5-d15c812fc141,663168,Long Term,732,1527296,2,agriculture,0,urban,0,unknown/none,1
e1ca1603-7399-4ae4-a7cd-d5015c433e8c,338030,Short Term,,,8,manufacturing,0,urban,0,real estate,1
044bdda9-adf7-4025-b77d-0160e4e834c2,446094,Short Term,,,3,real estate,0,urban,0,building society savings,1
eb9b4903-d0df-4a68-bec9-00583ed78f33,133078,Short Term,709,804460,1,construction,0,urban,0,real estate,0
0c687ecc-cabf-48dd-83cd-b6fa50e11fcb,278058,Short Term,,,7,real estate,0,rural,0,other,1
8ded7e5a-b0e0-4d18-a3cf-5ad8cd5fea52,,Short Term,742,1359792,1,retail,0,urban,0,other,0
f99cee77-ac7d-4d8b-936e-93ada7836e1b,752290,Long Term,649,2320375,3,real estate,0,urban,0,real estate,1
c8b825f5-3188-4c38-a4cd-8dd1952d3e20,,Short Term,734,622991,6,food,0,rural,0,other,1
1ccbd292-a4e3-4ac4-bf08-565e66f30fe6,105556,Short Term,,,10,health,0,rural,0,building society savings,1
c9e10069-780c-4853-aa6f-092a425f2663,262724,Long Term,695,1229072,4,retail,0,rural,0,building society savings,1
36096b3d-97e7-4b1e-89bd-660289a7a62d,54076,Short Term,744,485697,1,wholesale,0,urban,0,unknown/none,0
9fa0a981-d220-4f8a-99c2-5321c42f070f,552882,Long Term,686,1262151,10,finance,0,rural,0,real estate,1
1e8705ea-cf91-464b-bba9-035a4c9a6da7,257400,Short Term,,,7,transport,0,urban,0,real estate,1
dba85a94-371c-4d9f-a0b4-d56def6659fa,462088,Short Term,,,7,transport,0,rural,0,other,1
1ad6919e-0fe1-4628-94a6-69bbd7cb8edc,460152,Short Term,,,10,finance,0,rural,0,real estate,1
1d77b9af-c36c-4683-81e2-54bfb01f00d6,402534,Short Term,741,3090160,9,agriculture,0,urban,0,real estate,1
ec83df40-a37c-4c6f-89c4-e2dbe965026e,129844,Short Term,,,1,construction,0,urban,0,other,0
735e7283-7724-484c-b113-d50e04e92c63,232716,Short Term,637,1049427,5,wholesale,0,rural,0,real estate,1
e6b4ef94-b40d-451e-b0f7-a164ca3831fc,286462,Long Term,719,1380426,10,transport,0,rural,0,unknown/none,1
cf4d223b-958a-4a31-8b82-09ae3996fd0c,223256,Short Term,740,804916,7,wholesale,0,urban,0,other,1
5e02406a-3cd6-49f7-bdc7-0f90ec0bb030,348832,Long Term,704,497306,1,construction,0,urban,0,other,0
b0d26cc8-cf23-4eb3-aa53-8074353532ce,537878,Short Term,743,1296807,1,technology,0,urban,0,building society savings,0
0d165460-bb88-4a53-b8aa-cdbf8c3f342c,196460,Short Term,746,942590,2,transport,0,urban,0,other,1
6ecfe8c1-8b24-472b-9efa-0fd181df38e9,214786,Short Term,723,883329,9,agriculture,0,urban,0,unknown/none,1
01246538-e5a4-46e1-9db5-082889444846,109538,Short Term,697,567606,7,technology,0,urban,0,other,1
d56c6737-bab6-49fc-9363-b7937e489e3a,259116,Short Term,,,6,advertising,0,rural,0,building society savings,1
6adde19f-937f-4369-a6ad-cfe94b41d6dc,117986,Short Term,694,1886890,5,real estate,0,rural,0,other,1
ba0dcc40-2355-4934-a4f8-1dc189964279,133804,Short Term,725,1386734,4,real estate,0,urban,0,unknown/none,1
37c41379-e56c-4455-a94b-2b810d80a058,87846,Short Term,736,625879,4,food,0,urban,0,building society savings,1
45f8e491-a49a-478d-8ec0-68d6fbd10c90,332684,Long Term,722,881087,10,construction,0,rural,0,other,1
12be2338-32c8-459d-8201-e85308164a9b,190498,Short Term,706,892164,1,real estate,0,urban,0,unknown/none,0
a18c315b-1918-4c8c-bf77-15886243427f,448822,Short Term,741,1027444,1,manufacturing,0,urban,0,other,0
886e3ac5-357d-42ab-81cd-aaee8d28c706,229086,Short Term,715,787626,8,technology,1,urban,1,other,0
f922a1c3-98e7-4870-ade3-dd9a9b2fa5ee,393558,Long Term,678,2317392,2,manufacturing,0,urban,0,real estate,1
68b77d5b-94b9-46b3-a979-d9ae507df0e2,151954,Short Term,707,562419,7,retail,1,urban,0,other,0
90fdf7b8-8547-4d7d-b7c1-a1a93117fcee,,Short Term,726,1153851,1,finance,0,urban,0,other,0
7e1c0a75-f49e-4a18-aa19-260ff92b57df,254562,Short Term,738,669123,6,finance,0,urban,0,real estate,1
f20cccab-9676-4fba-a5c2-7e6d52d07bba,87912,Short Term,750,960184,10,wholesale,0,urban,0,real estate,1
f36792bd-e4e8-432a-95b6-49c8965cf1d9,156178,Short Term,716,1124040,3,transport,5,urban,0,building society savings,0
0af8fb87-4963-408f-824d-63c51cfb7f92,645018,Long Term,737,2692471,10,transport,0,urban,0,building society savings,1
c202ba1a-d4a2-42d7-a2f1-d0093fc4509b,605726,Short Term,748,3609145,10,transport,0,rural,0,unknown/none,1
8aad10e5-1d3b-4014-8652-861f974b5dc4,,Short Term,741,1288523,2,manufacturing,0,rural,0,building society savings,1
fc950ca6-8f85-425c-a800-85a71a4e0870,168300,Long Term,702,688522,2,construction,0,urban,0,other,1
fd4ca23b-1ad4-404e-97c4-f1834094d9d8,174460,Short Term,723,1318429,3,finance,0,urban,0,other,1
ab77813a-d625-4f19-9772-f17d6654656c,768394,Long Term,651,1651252,2,retail,0,urban,0,real estate,1
50b9be84-4a19-4005-b50a-016352734f4d,314226,Long Term,723,2638454,1,finance,0,urban,0,building society savings,0
47fdd7c4-e629-4826-a847-d2438cf2f445,64966,Short Term,723,1224968,4,finance,0,rural,0,real estate,1
a32475a6-e244-4386-98a7-b02c1c78e2c1,300366,Short Term,730,833188,1,wholesale,0,urban,0,other,0
ee43e681-9eca-4f0a-9b37-0c7a242b7963,263648,Short Term,736,1138518,9,wholesale,1,rural,1,real estate,0
76c63206-8f06-45f1-9973-be2cda8dc4fa,,Short Term,725,1048363,10,retail,1,rural,1,building society savings,0
a2dc4e54-eaa7-4bbc-b103-8d06d05a3f54,716958,Short Term,718,1934960,9,advertising,0,rural,0,real estate,1
860862ac-4148-48de-88df-fff9e7f4d784,459602,Long Term,712,982870,6,manufacturing,0,rural,0,building society savings,1
1eefc01a-2551-44c9-8305-0fd083e770ac,405856,Long Term,708,1155751,10,real estate,0,urban,0,real estate,1
133bad47-5555-49f6-9885-70756e18ad74,547580,Short Term,710,1125978,1,agriculture,0,urban,0,other,0
3d444fd0-12df-4671-a439-e6933570da1b,175428,Short Term,698,1136238,2,construction,0,rural,0,other,1
c56cdb33-b1fd-4d8b-9b63-db54333910a8,216370,Short Term,,,2,manufacturing,0,urban,0,other,1
7391b4e2-f7fe-41dd-bb58-eddcce0ea92d,,Short Term,743,756352,10,wholesale,1,rural,1,real estate,0
64dcd3aa-3c82-4c70-929a-a83d249d894a,234806,Long Term,689,866799,9,construction,2,rural,2,other,0
51fcba2d-c634-4e05-ba0f-9d1b3e2e70a5,25806,Short Term,685,742976,8,manufacturing,0,urban,0,real estate,1
62c2c24e-d73e-424b-b344-173ff9c1ab34,332706,Short Term,735,957790,1,technology,0,rural,0,building society savings,0
7d09ca08-2cdd-4da0-8419-56efa1742725,333124,Short Term,703,1300246,10,retail,0,urban,0,real estate,1
bc0556e1-ef0d-4ad8-a579-83fffe860d50,441276,Short Term,747,2305669,10,advertising,0,urban,0,other,1
2cfaebac-5ad2-44c3-804f-8cee5fd8ea96,327756,Short Term,707,830319,5,advertising,0,urban,0,building society savings,1
b5c327ed-2316-4b1e-98e4-5e0a31943bef,,Short Term,736,1111367,1,wholesale,0,urban,0,unknown/none,0
e3c54e03-73c7-418d-9672-f3eda66c4f4f,476586,Short Term,707,1403207,7,advertising,0,rural,0,other,1
9a378a11-d17c-486f-bdc8-2ce117215d6b,263450,Short Term,,,10,technology,1,rural,1,building society savings,0
b48dacc4-9a81-4817-9efc-62f4678f632b,261800,Short Term,738,1488536,4,construction,0,rural,0,other,1
bcb7a8a2-54b9-4d2e-907d-066d7db1332f,433136,Long Term,682,1178323,9,food,0,urban,0,building society savings,1
3569687c-9c83-4902-8499-07554a9de12b,322124,Long Term,716,1020034,9,real estate,0,urban,0,unknown/none,1
477346c7-4293-4c1b-a712-89be53157e28,107536,Short Term,,,1,advertising,0,rural,0,other,0
0c83cac3-592e-4d36-a601-b4e50af8e96e,355410,Short Term,,,10,transport,1,rural,1,real estate,0
67d9a806-c23d-45fc-8c49-aec86224c66f,437668,Short Term,749,2683693,5,agriculture,0,rural,0,building society savings,1
36a90e1f-25bb-4666-b78a-62b17ecc427d,377322,Short Term,740,1288162,1,wholesale,0,urban,0,other,0
86ea6dde-87de-443a-98a8-1ddb8c454811,606122,Long Term,693,1395911,10,manufacturing,1,rural,1,other,0
f0d0fb77-c03c-4e41-86ce-421999997be0,520982,Long Term,724,1031111,10,transport,0,urban,0,other,1
c68e4653-01eb-4e55-88c3-80b151fa9c90,304590,Short Term,746,1202510,1,manufacturing,0,urban,0,unknown/none,0
142ac1e6-9f6b-4656-b1c5-a3aeca3b3736,472362,Short Term,732,1075058,5,construction,0,urban,0,unknown/none,1
91a2224e-3024-4b3c-848b-3ecf24503d71,322872,Long Term,708,985245,10,construction,0,rural,0,other,1
51e76175-9403-4871-a6e4-c5b5ea7a1412,149402,Short Term,727,841491,1,health,0,urban,0,real estate,0
546408e9-0300-401e-a111-446b87b78fa2,150458,Short Term,737,1330513,5,construction,0,rural,0,other,1
77c02bb2-717c-459d-8828-7cfce08b4a0b,268268,Short Term,,,5,wholesale,0,urban,0,building society savings,1
0e0fa488-b6cb-444e-b3cf-c2021a74cad8,341352,Long Term,712,751108,1,construction,0,urban,0,real estate,0
2bac8213-2ea9-4aa7-9112-8cc72cbb616e,432256,Short Term,737,2053216,10,manufacturing,0,rural,0,unknown/none,1
117496d1-3c6e-4299-a8f6-0e4668b6bef9,301114,Long Term,645,825246,1,transport,1,urban,1,real estate,0
289b5992-ceed-469a-9c30-9a8c5567a1ee,79398,Short Term,718,761824,2,real estate,0,urban,0,building society savings,1
50d18312-05f4-44c6-8b25-5afe86526d33,171842,Short Term,724,612199,2,wholesale,0,urban,0,other,1
8156ed23-5700-4450-a981-dcff4cf322ce,329120,Long Term,715,1515896,5,technology,0,rural,0,building society savings,1
fa3af482-4fd5-4b0c-8d75-d3292a195463,486288,Long Term,707,1654577,3,health,0,urban,0,real estate,1
9af01efe-ca83-4a69-bae2-a2d80b18e467,104368,Short Term,691,853974,1,real estate,1,urban,1,real estate,0
660e1e64-6904-4904-acd7-6c7dc096bbfc,205854,Short Term,717,1898860,10,retail,0,urban,0,building society savings,1
1eff98c5-6382-4c2b-8241-1193ea885216,96690,Short Term,673,280136,1,health,0,rural,0,real estate,0
580287c4-97f3-4e12-b815-4a57be8fc372,111408,Short Term,733,1154592,10,wholesale,0,urban,0,other,1
b0e36332-8a35-45a8-94bb-a2ccdbb43f93,284152,Short Term,700,1054519,10,manufacturing,0,urban,0,building society savings,1
f2679b6f-e5c8-4af8-8027-b2933a535741,269170,Short Term,714,1259206,10,manufacturing,1,rural,1,building society savings,0
3ee8dea0-7560-4a54-8cf2-18a196f68618,149116,Short Term,700,1380160,7,advertising,0,urban,0,real estate,1
e74223bc-f0d9-4ae5-8616-229c49df7902,396792,Long Term,731,745997,10,construction,0,rural,0,real estate,1
7fa3a146-1ab1-48bf-8917-41022a07383a,128832,Short Term,719,1483520,10,transport,0,rural,0,other,1
0ce26174-19c8-48b5-8a4d-226aca78367e,152790,Short Term,743,678661,10,construction,1,urban,0,real estate,0
9f9bb0ba-9afd-4b10-b489-28cd65bbf75c,152966,Short Term,708,1334902,4,health,0,rural,0,building society savings,1
529f45cf-801d-4844-994d-8b3b2db40bd9,292292,Short Term,741,666805,2,finance,0,urban,0,real estate,1
4c328ed4-c746-4ae6-92cc-8c648dd8c366,449460,Long Term,658,1057768,3,manufacturing,0,urban,0,real estate,1
248d929d-28d2-437b-a3ab-912346b03513,86724,Short Term,716,580469,4,wholesale,0,rural,0,other,1
9bf42874-90b7-44b2-8567-0b26b2ce7f77,67166,Long Term,,,6,construction,0,urban,0,other,1
48cdef94-bd16-4df1-98fc-50fc3efae88e,223850,Short Term,,,1,advertising,0,rural,0,unknown/none,0
bdc8384b-c937-4c0b-b2a5-8e3d755c8d7b,763840,Short Term,742,1639776,10,food,0,rural,0,unknown/none,1
c746e142-7048-4f4d-b3ff-294bc3673b3c,83864,Short Term,699,564414,1,transport,0,rural,0,other,0
9f11cce9-12a9-48ff-a776-62aa7f6beebf,,Short Term,724,687420,4,food,0,urban,0,unknown/none,1
2f026faa-1ea6-47b1-8be0-c69631b988f6,142846,Short Term,750,654227,10,transport,0,urban,0,other,1
7b2a256c-be3f-4f98-b797-f9f38f075a66,551980,Long Term,720,1906840,3,transport,0,rural,0,unknown/none,1
a02537d3-16b1-4a7a-a8a0-e7cf0ff98e6c,504658,Short Term,685,3874100,10,transport,0,rural,0,unknown/none,1
3e28b8e1-eec6-4c4a-8b1b-d718535bc995,,Short Term,699,656849,3,agriculture,0,urban,0,real estate,1
c8d35d40-d82a-4eed-9768-c09e61f8fe68,177628,Long Term,709,843771,5,finance,0,rural,0,real estate,1
eef2c01f-7676-48e3-96d2-5d965f7efbd7,,Short Term,739,1004321,2,real estate,0,urban,0,other,1
